Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Organism	Gene ontology (GO)	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Gene ontology IDs
M1UQA4	M1UQA4_CYAM1	CYME_CMG201C				CYME_CMG201C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]; transferase activity, transferring glycosyl groups [GO:0016757]; protein glycosylation [GO:0006486]	protein glycosylation [GO:0006486]	transferase activity, transferring glycosyl groups [GO:0016757]	integral component of membrane [GO:0016021]	GO:0006486; GO:0016021; GO:0016757
M1VIF9	M1VIF9_CYAM1	CYME_CML307C				CYME_CML307C	Cyanidioschyzon merolae (strain 10D) (Red alga)	chloroplast [GO:0009507]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; DNA binding [GO:0003677]; DNA replication [GO:0006260]	DNA replication [GO:0006260]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; DNA binding [GO:0003677]	chloroplast [GO:0009507]	GO:0003677; GO:0005524; GO:0006260; GO:0009507; GO:0016887
M1VB15	M1VB15_CYAM1	CYME_CME199C				CYME_CME199C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]; transferase activity [GO:0016740]		ATP binding [GO:0005524]; transferase activity [GO:0016740]		GO:0005524; GO:0016740
M1VJA1	M1VJA1_CYAM1	CYME_CMN255C				CYME_CMN255C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VHY4	M1VHY4_CYAM1	CYME_CMK263C				CYME_CMK263C	Cyanidioschyzon merolae (strain 10D) (Red alga)	lyase activity [GO:0016829]; protein-phycocyanobilin linkage [GO:0017009]	protein-phycocyanobilin linkage [GO:0017009]	lyase activity [GO:0016829]		GO:0016829; GO:0017009
M1USU0	M1USU0_CYAM1	CYME_CML176C				CYME_CML176C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V7D5	M1V7D5_CYAM1	CYME_CMG194C				CYME_CMG194C	Cyanidioschyzon merolae (strain 10D) (Red alga)	chloroplast [GO:0009507]; phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]	tryptophan biosynthetic process [GO:0000162]	phosphoribosylanthranilate isomerase activity [GO:0004640]	chloroplast [GO:0009507]	GO:0000162; GO:0004640; GO:0009507
M1V3M9	M1V3M9_CYAM1	CYME_CMA116C				CYME_CMA116C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VEZ6	M1VEZ6_CYAM1	CYME_CMO159C				CYME_CMO159C	Cyanidioschyzon merolae (strain 10D) (Red alga)	nucleus [GO:0005634]; RNA (guanine-N7)-methylation [GO:0036265]; tRNA processing [GO:0008033]	RNA (guanine-N7)-methylation [GO:0036265]; tRNA processing [GO:0008033]		nucleus [GO:0005634]	GO:0005634; GO:0008033; GO:0036265
M1VKQ5	M1VKQ5_CYAM1	CYME_CMQ242C				CYME_CMQ242C	Cyanidioschyzon merolae (strain 10D) (Red alga)	anaphase-promoting complex binding [GO:0010997]; ubiquitin-protein transferase activator activity [GO:0097027]; positive regulation of ubiquitin protein ligase activity [GO:1904668]	positive regulation of ubiquitin protein ligase activity [GO:1904668]	anaphase-promoting complex binding [GO:0010997]; ubiquitin-protein transferase activator activity [GO:0097027]		GO:0010997; GO:0097027; GO:1904668
M1UUG3	M1UUG3_CYAM1	CYME_CMO130C				CYME_CMO130C	Cyanidioschyzon merolae (strain 10D) (Red alga)	chloroplast [GO:0009507]; integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]		ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	chloroplast [GO:0009507]; integral component of membrane [GO:0016021]	GO:0005524; GO:0009507; GO:0016021; GO:0042626
M1V570	M1V570_CYAM1	CYME_CMI304C				CYME_CMI304C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ribosome [GO:0005840]; nucleic acid binding [GO:0003676]		nucleic acid binding [GO:0003676]	ribosome [GO:0005840]	GO:0003676; GO:0005840
A0A125YHS5	A0A125YHS5_CYAM1	CYME_CMR185C				CYME_CMR185C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UND4	M1UND4_CYAM1	CYME_CMB077C				CYME_CMB077C	Cyanidioschyzon merolae (strain 10D) (Red alga)	mitochondrial inner membrane [GO:0005743]; serine-type peptidase activity [GO:0008236]		serine-type peptidase activity [GO:0008236]	mitochondrial inner membrane [GO:0005743]	GO:0005743; GO:0008236
M1V6X6	M1V6X6_CYAM1	CYME_CME050C				CYME_CME050C	Cyanidioschyzon merolae (strain 10D) (Red alga)	phosphatase activity [GO:0016791]		phosphatase activity [GO:0016791]		GO:0016791
M1VH56	M1VH56_CYAM1	CYME_CMI301C				CYME_CMI301C	Cyanidioschyzon merolae (strain 10D) (Red alga)	GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0004377]		GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0004377]		GO:0004377
M1UVZ7	M1UVZ7_CYAM1	CYME_CMQ409C				CYME_CMQ409C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1VI57	M1VI57_CYAM1	CYME_CMT213C				CYME_CMT213C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VMT3	M1VMT3_CYAM1	CYME_CMT613C				CYME_CMT613C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]; Hsp70 protein binding [GO:0030544]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]; response to heat [GO:0009408]	protein folding [GO:0006457]; response to heat [GO:0009408]	ATP binding [GO:0005524]; Hsp70 protein binding [GO:0030544]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]		GO:0005524; GO:0006457; GO:0009408; GO:0030544; GO:0046872; GO:0051082
M1V4E0	M1V4E0_CYAM1	CYME_CME056C				CYME_CME056C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1VIP6	M1VIP6_CYAM1	CYME_CMM174C				CYME_CMM174C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1VGT4	M1VGT4_CYAM1	CYME_CMI043C				CYME_CMI043C	Cyanidioschyzon merolae (strain 10D) (Red alga)	DNA binding [GO:0003677]; nuclease activity [GO:0004518]		DNA binding [GO:0003677]; nuclease activity [GO:0004518]		GO:0003677; GO:0004518
M1VB01	M1VB01_CYAM1	CYME_CME175C				CYME_CME175C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ribosome [GO:0005840]; metal ion binding [GO:0046872]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	metal ion binding [GO:0046872]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:0046872
M1V7K8	M1V7K8_CYAM1	CYME_CMH197C				CYME_CMH197C	Cyanidioschyzon merolae (strain 10D) (Red alga)	chloroplast [GO:0009507]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]		ATP binding [GO:0005524]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	chloroplast [GO:0009507]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]	GO:0005524; GO:0009507; GO:0045261; GO:0046933; GO:0046961
M1V7D6	M1V7D6_CYAM1	CYME_CMS432C				CYME_CMS432C	Cyanidioschyzon merolae (strain 10D) (Red alga)	protein tyrosine phosphatase activity [GO:0004725]		protein tyrosine phosphatase activity [GO:0004725]		GO:0004725
M1VF65	M1VF65_CYAM1	CYME_CMD094C				CYME_CMD094C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V861	M1V861_CYAM1	CYME_CMJ214C				CYME_CMJ214C	Cyanidioschyzon merolae (strain 10D) (Red alga)	protein insertion into ER membrane [GO:0045048]	protein insertion into ER membrane [GO:0045048]			GO:0045048
M1VJI5	M1VJI5_CYAM1	CYME_CMO121C				CYME_CMO121C	Cyanidioschyzon merolae (strain 10D) (Red alga)	metal ion binding [GO:0046872]; transketolase activity [GO:0004802]		metal ion binding [GO:0046872]; transketolase activity [GO:0004802]		GO:0004802; GO:0046872
M1V6C0	M1V6C0_CYAM1	CYME_CMQ156C				CYME_CMQ156C	Cyanidioschyzon merolae (strain 10D) (Red alga)	methyltransferase activity [GO:0008168]; methylation [GO:0032259]	methylation [GO:0032259]	methyltransferase activity [GO:0008168]		GO:0008168; GO:0032259
M1VD09	M1VD09_CYAM1	CYME_CMK205C				CYME_CMK205C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V5F1	M1V5F1_CYAM1	CYME_CMK194C				CYME_CMK194C	Cyanidioschyzon merolae (strain 10D) (Red alga)	RNA binding [GO:0003723]		RNA binding [GO:0003723]		GO:0003723
M1VMD5	M1VMD5_CYAM1	CYME_CMT158C				CYME_CMT158C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
Q85FS4	Q85FS4_CYAM1	accD	accD				Cyanidioschyzon merolae (strain 10D) (Red alga)	acetyl-CoA carboxylase complex [GO:0009317]; chloroplast stroma [GO:0009570]; acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; zinc ion binding [GO:0008270]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; zinc ion binding [GO:0008270]	acetyl-CoA carboxylase complex [GO:0009317]; chloroplast stroma [GO:0009570]	GO:0003989; GO:0005524; GO:0006633; GO:0008270; GO:0009317; GO:0009570; GO:0016743; GO:2001295
M1UQA9	M1UQA9_CYAM1	CYME_CMG208C				CYME_CMG208C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V9L8	M1V9L8_CYAM1	CYME_CMO268C				CYME_CMO268C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VHI8	M1VHI8_CYAM1	CYME_CMJ242C				CYME_CMJ242C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1V651	M1V651_CYAM1	CYME_CMP180C				CYME_CMP180C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UPN9	M1UPN9_CYAM1	CYME_CMF012C				CYME_CMF012C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; pyruvate, water dikinase activity [GO:0008986]; gluconeogenesis [GO:0006094]; pyruvate metabolic process [GO:0006090]	gluconeogenesis [GO:0006094]; pyruvate metabolic process [GO:0006090]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; pyruvate, water dikinase activity [GO:0008986]		GO:0005524; GO:0006090; GO:0006094; GO:0008986; GO:0046872
M1VB91	M1VB91_CYAM1	CYME_CMR314C				CYME_CMR314C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V7S3	M1V7S3_CYAM1	CYME_CMI163C				CYME_CMI163C	Cyanidioschyzon merolae (strain 10D) (Red alga)	nucleus [GO:0005634]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]		adenylate kinase activity [GO:0004017]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]	nucleus [GO:0005634]	GO:0004017; GO:0005524; GO:0005634; GO:0016887
M1UVG5	M1UVG5_CYAM1	CYME_CMQ040C				CYME_CMQ040C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UVI1	M1UVI1_CYAM1	CYME_CMQ088C				CYME_CMQ088C	Cyanidioschyzon merolae (strain 10D) (Red alga)	catalytic activity [GO:0003824]; biosynthetic process [GO:0009058]	biosynthetic process [GO:0009058]	catalytic activity [GO:0003824]		GO:0003824; GO:0009058
M1V551	M1V551_CYAM1	CYME_CMI185C				CYME_CMI185C	Cyanidioschyzon merolae (strain 10D) (Red alga)	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]		manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]	cytoplasm [GO:0005737]	GO:0005737; GO:0030145; GO:0070006
M1UPS6	M1UPS6_CYAM1	CYME_CMF076C				CYME_CMF076C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1USD6	M1USD6_CYAM1	CYME_CMK247C				CYME_CMK247C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491]		oxidoreductase activity [GO:0016491]	integral component of membrane [GO:0016021]	GO:0016021; GO:0016491
M1VM42	M1VM42_CYAM1	CYME_CMS383C				CYME_CMS383C	Cyanidioschyzon merolae (strain 10D) (Red alga)	O-methyltransferase activity [GO:0008171]; methylation [GO:0032259]	methylation [GO:0032259]	O-methyltransferase activity [GO:0008171]		GO:0008171; GO:0032259
M1VFK3	M1VFK3_CYAM1	CYME_CMP099C				CYME_CMP099C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VIA0	M1VIA0_CYAM1	CYME_CML166C				CYME_CML166C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]		integral component of membrane [GO:0016021]	GO:0006890; GO:0016021
M1V7Q1	M1V7Q1_CYAM1	CYME_CMI082C				CYME_CMI082C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UWK7	M1UWK7_CYAM1	CYME_CMR471C				CYME_CMR471C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VIY7	M1VIY7_CYAM1	CYME_CMN032C				CYME_CMN032C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
Q85FV5	Q85FV5_CYAM1	rpl29	rpl29				Cyanidioschyzon merolae (strain 10D) (Red alga)	chloroplast [GO:0009507]; ribosome [GO:0005840]			chloroplast [GO:0009507]; ribosome [GO:0005840]	GO:0005840; GO:0009507
M1VM03	M1VM03_CYAM1	CYME_CMS269C				CYME_CMS269C	Cyanidioschyzon merolae (strain 10D) (Red alga)	chloroplast [GO:0009507]; catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]		catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	chloroplast [GO:0009507]	GO:0003824; GO:0009507; GO:0046872; GO:0051536
M1V5Y1	M1V5Y1_CYAM1	CYME_CMO083C				CYME_CMO083C	Cyanidioschyzon merolae (strain 10D) (Red alga)	metal ion binding [GO:0046872]; peptidase activity [GO:0008233]		metal ion binding [GO:0046872]; peptidase activity [GO:0008233]		GO:0008233; GO:0046872
M1VIL5	M1VIL5_CYAM1	CYME_CMM100C				CYME_CMM100C	Cyanidioschyzon merolae (strain 10D) (Red alga)	oxidoreductase activity [GO:0016491]		oxidoreductase activity [GO:0016491]		GO:0016491
M1VMH8	M1VMH8_CYAM1	CYME_CMT264C				CYME_CMT264C	Cyanidioschyzon merolae (strain 10D) (Red alga)	iron-sulfur cluster binding [GO:0051536]; iron-sulfur cluster assembly [GO:0016226]	iron-sulfur cluster assembly [GO:0016226]	iron-sulfur cluster binding [GO:0051536]		GO:0016226; GO:0051536
M1VHN4	M1VHN4_CYAM1	CYME_CMK038C				CYME_CMK038C	Cyanidioschyzon merolae (strain 10D) (Red alga)	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; methylthiotransferase activity [GO:0035596]; tRNA modification [GO:0006400]	tRNA modification [GO:0006400]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; methylthiotransferase activity [GO:0035596]		GO:0006400; GO:0035596; GO:0046872; GO:0051539
M1VAE0	M1VAE0_CYAM1	CYME_CMC148C				CYME_CMC148C	Cyanidioschyzon merolae (strain 10D) (Red alga)	L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]; cellular amino acid metabolic process [GO:0006520]	biosynthetic process [GO:0009058]; cellular amino acid metabolic process [GO:0006520]	L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069]; pyridoxal phosphate binding [GO:0030170]		GO:0004069; GO:0006520; GO:0009058; GO:0030170
M1UWF6	M1UWF6_CYAM1	CYME_CMR344C				CYME_CMR344C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]		ATP binding [GO:0005524]		GO:0005524
M1V7P7	M1V7P7_CYAM1	CYME_CMI066C				CYME_CMI066C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VFL5	M1VFL5_CYAM1	CYME_CME094C				CYME_CME094C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1VFX7	M1VFX7_CYAM1	CYME_CMP350C				CYME_CMP350C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1URM1	M1URM1_CYAM1	CYME_CMJ148C				CYME_CMJ148C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1VCD0	M1VCD0_CYAM1	CYME_CMJ050C				CYME_CMJ050C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]		ATP binding [GO:0005524]		GO:0005524
M1VCR1	M1VCR1_CYAM1	CYME_CMT349C				CYME_CMT349C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UUE1	M1UUE1_CYAM1	CYME_CMO094C				CYME_CMO094C	Cyanidioschyzon merolae (strain 10D) (Red alga)	hydro-lyase activity [GO:0016836]		hydro-lyase activity [GO:0016836]		GO:0016836
M1VC88	M1VC88_CYAM1	CYME_CMT049C				CYME_CMT049C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VHM1	M1VHM1_CYAM1	MED10 CYME_CMS521C	MED10			CYME_CMS521C	Cyanidioschyzon merolae (strain 10D) (Red alga)	mediator complex [GO:0016592]; transcription coregulator activity [GO:0003712]; regulation of transcription by RNA polymerase II [GO:0006357]	regulation of transcription by RNA polymerase II [GO:0006357]	transcription coregulator activity [GO:0003712]	mediator complex [GO:0016592]	GO:0003712; GO:0006357; GO:0016592
M1URU0	M1URU0_CYAM1	CYME_CMJ203C				CYME_CMJ203C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1USR2	M1USR2_CYAM1	CYME_CML139C				CYME_CML139C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VIC8	M1VIC8_CYAM1	CYME_CML221C				CYME_CML221C	Cyanidioschyzon merolae (strain 10D) (Red alga)	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; COPII receptor activity [GO:0097020]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]	COPII receptor activity [GO:0097020]	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]	GO:0005737; GO:0006888; GO:0016021; GO:0097020
M1UV99	M1UV99_CYAM1	CYME_CMP220C				CYME_CMP220C	Cyanidioschyzon merolae (strain 10D) (Red alga)	actin binding [GO:0003779]		actin binding [GO:0003779]		GO:0003779
M1VKZ5	M1VKZ5_CYAM1	CYME_CMQ451C				CYME_CMQ451C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UXW4	M1UXW4_CYAM1	CYME_CMT439C				CYME_CMT439C	Cyanidioschyzon merolae (strain 10D) (Red alga)	histidinol-phosphate transaminase activity [GO:0004400]; pyridoxal phosphate binding [GO:0030170]; histidine biosynthetic process [GO:0000105]	histidine biosynthetic process [GO:0000105]	histidinol-phosphate transaminase activity [GO:0004400]; pyridoxal phosphate binding [GO:0030170]		GO:0000105; GO:0004400; GO:0030170
M1V6C9	M1V6C9_CYAM1	CYME_CMA106C				CYME_CMA106C	Cyanidioschyzon merolae (strain 10D) (Red alga)	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]		GO:0004553; GO:0005975
M1VHU6	M1VHU6_CYAM1	CYME_CMS462C				CYME_CMS462C	Cyanidioschyzon merolae (strain 10D) (Red alga)	dihydrofolate reductase activity [GO:0004146]; thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]	dTMP biosynthetic process [GO:0006231]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]	dihydrofolate reductase activity [GO:0004146]; thymidylate synthase activity [GO:0004799]		GO:0004146; GO:0004799; GO:0006231; GO:0006730; GO:0032259; GO:0046654
