	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Function [CC]	Proteomes	Organism	Status	Gene ontology (GO)	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Gene ontology IDs	Fragment	Gene encoded by	RNA editing	DNA binding	ChEBI (Cofactor)	Keywords	Interacts with	Post-translational modification	Features	Cross-reference (KEGG)
CMF110C	M1VB62	M1VB62_CYAM1	CYME_CMF110C				CYME_CMF110C	Replication factor C subunit 2		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	chloroplast [GO:0009507]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; DNA binding [GO:0003677]; DNA replication [GO:0006260]	DNA replication [GO:0006260]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; DNA binding [GO:0003677]	chloroplast [GO:0009507]	GO:0003677; GO:0005524; GO:0006260; GO:0009507; GO:0016887						ATP-binding;Nucleotide-binding;Reference proteome			Domain (1)	cme:CYME_CMF110C;
CMF111C	M1VFW8	M1VFW8_CYAM1	CYME_CMF111C				CYME_CMF111C	Similar to putative vesicle transport protein		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; SNAP receptor activity [GO:0005484]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	SNAP receptor activity [GO:0005484]	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]	GO:0005484; GO:0005737; GO:0006888; GO:0006890; GO:0016021						Coiled coil;Endoplasmic reticulum;Golgi apparatus;Membrane;Reference proteome;Transmembrane;Transmembrane helix			Coiled coil (1); Domain (2); Transmembrane (1)	cme:CYME_CMF111C;
CMF114C	M1V750	M1V750_CYAM1	CYME_CMF114C				CYME_CMF114C	Probable calcium/calmodulin-dependent protein kinase kinase		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]		ATP binding [GO:0005524]; protein kinase activity [GO:0004672]		GO:0004672; GO:0005524						ATP-binding;Kinase;Nucleotide-binding;Reference proteome;Transferase			Binding site (1); Compositional bias (1); Domain (1); Region (2)	cme:CYME_CMF114C;
CMF115C	M1V4L4	M1V4L4_CYAM1	CYME_CMF115C				CYME_CMF115C	CUE domain-containing protein		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	ubiquitin binding [GO:0043130]		ubiquitin binding [GO:0043130]		GO:0043130						Reference proteome			Compositional bias (1); Domain (1); Region (2)	cme:CYME_CMF115C;
CMF116C	M1UPU7	M1UPU7_CYAM1	CYME_CMF116C				CYME_CMF116C	MOSC domain-containing protein		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	catalytic activity [GO:0003824]; molybdenum ion binding [GO:0030151]; pyridoxal phosphate binding [GO:0030170]		catalytic activity [GO:0003824]; molybdenum ion binding [GO:0030151]; pyridoxal phosphate binding [GO:0030170]		GO:0003824; GO:0030151; GO:0030170						Reference proteome			Domain (1)	cme:CYME_CMF116C;
CMF117C	M1VB65	M1VB65_CYAM1	CYME_CMF117C				CYME_CMF117C	Phosphoribulokinase (EC 2.7.1.19)		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	chloroplast envelope [GO:0009941]; chloroplast stroma [GO:0009570]; chloroplast thylakoid membrane [GO:0009535]; supramolecular complex [GO:0099080]; ATP binding [GO:0005524]; disordered domain specific binding [GO:0097718]; phosphoribulokinase activity [GO:0008974]; protein homodimerization activity [GO:0042803]; defense response to bacterium [GO:0042742]; reductive pentose-phosphate cycle [GO:0019253]; response to cold [GO:0009409]	defense response to bacterium [GO:0042742]; reductive pentose-phosphate cycle [GO:0019253]; response to cold [GO:0009409]	ATP binding [GO:0005524]; disordered domain specific binding [GO:0097718]; phosphoribulokinase activity [GO:0008974]; protein homodimerization activity [GO:0042803]	chloroplast envelope [GO:0009941]; chloroplast stroma [GO:0009570]; chloroplast thylakoid membrane [GO:0009535]; supramolecular complex [GO:0099080]	GO:0005524; GO:0008974; GO:0009409; GO:0009535; GO:0009570; GO:0009941; GO:0019253; GO:0042742; GO:0042803; GO:0097718; GO:0099080						Kinase;Reference proteome;Transferase			Domain (1)	cme:CYME_CMF117C;
CMF118C	M1VFX1	M1VFX1_CYAM1	CYME_CMF118C				CYME_CMF118C	Similar to serine/threonine protein kinase AKT		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]		ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]		GO:0004674; GO:0005524						Kinase;Reference proteome;Serine/threonine-protein kinase;Transferase			Compositional bias (1); Domain (1); Region (5)	cme:CYME_CMF118C;
CMF120C	M1V751	M1V751_CYAM1	CYME_CMF120C				CYME_CMF120C	N-acetyltransferase domain-containing protein		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	N-acetyltransferase activity [GO:0008080]		N-acetyltransferase activity [GO:0008080]		GO:0008080						Reference proteome			Domain (1)	cme:CYME_CMF120C;
CMF121C	M1V4L6	M1V4L6_CYAM1	CYME_CMF121C				CYME_CMF121C	Alpha-xylosidase		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]		GO:0004553; GO:0005975						Reference proteome			Compositional bias (2); Region (2)	cme:CYME_CMF121C;
CMF122C	M1UPV0	M1UPV0_CYAM1	CYME_CMF122C				CYME_CMF122C	Similar to nitrogen fixation associated protein HesB		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	iron-sulfur cluster binding [GO:0051536]; iron-sulfur cluster assembly [GO:0016226]	iron-sulfur cluster assembly [GO:0016226]	iron-sulfur cluster binding [GO:0051536]		GO:0016226; GO:0051536						Reference proteome			Domain (1)	cme:CYME_CMF122C;
CMF123C	M1VB68	M1VB68_CYAM1	CYME_CMF123C				CYME_CMF123C	Similar to maleylacetoacetate isomerase		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	cytoplasm [GO:0005737]; isomerase activity [GO:0016853]; aromatic amino acid family metabolic process [GO:0009072]; glutathione metabolic process [GO:0006749]	aromatic amino acid family metabolic process [GO:0009072]; glutathione metabolic process [GO:0006749]	isomerase activity [GO:0016853]	cytoplasm [GO:0005737]	GO:0005737; GO:0006749; GO:0009072; GO:0016853						Isomerase;Reference proteome			Domain (2)	cme:CYME_CMF123C;
CMF124C	M1VFX5	M1VFX5_CYAM1	CYME_CMF124C				CYME_CMF124C	Uncharacterized protein		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome				cme:CYME_CMF124C;
CMF125C	M1V753	M1V753_CYAM1	CYME_CMF125C				CYME_CMF125C	Probable RNA helicase RH2		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]		ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]		GO:0003676; GO:0004386; GO:0005524; GO:0016787						ATP-binding;Helicase;Hydrolase;Nucleotide-binding;Reference proteome			Domain (3); Motif (1)	cme:CYME_CMF125C;
CMF127C	M1V4L8	M1V4L8_CYAM1	CYME_CMF127C				CYME_CMF127C	DNA polymerase alpha subunit B		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA replication [GO:0006260]	DNA replication [GO:0006260]	DNA binding [GO:0003677]	nucleus [GO:0005634]	GO:0003677; GO:0005634; GO:0006260						DNA replication;Reference proteome			Compositional bias (2); Domain (1); Region (1)	cme:CYME_CMF127C;
CMF128C	M1UPV3	M1UPV3_CYAM1	KYNU CYME_CMF128C	KYNU			CYME_CMF128C	Kynureninase (EC 3.7.1.3) (L-kynurenine hydrolase)	FUNCTION: Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3-hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3-hydroxyanthranilic acid (3-OHAA), respectively. {ECO:0000256|HAMAP-Rule:MF_03017, ECO:0000256|PIRNR:PIRNR038800}.	UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	cytoplasm [GO:0005737]; 3-hydroxykynureninase activity [GO:0061981]; kynureninase activity [GO:0030429]; pyridoxal phosphate binding [GO:0030170]; 'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; L-kynurenine catabolic process [GO:0097053]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process [GO:0006569]	'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; L-kynurenine catabolic process [GO:0097053]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process [GO:0006569]	3-hydroxykynureninase activity [GO:0061981]; kynureninase activity [GO:0030429]; pyridoxal phosphate binding [GO:0030170]	cytoplasm [GO:0005737]	GO:0005737; GO:0006569; GO:0019805; GO:0030170; GO:0030429; GO:0034354; GO:0043420; GO:0061981; GO:0097053					pyridoxal 5'-phosphate [CHEBI:597326]	Cytoplasm;Hydrolase;Pyridine nucleotide biosynthesis;Pyridoxal phosphate;Reference proteome			Binding site (7); Domain (1); Modified residue (1); Region (1)	cme:CYME_CMF128C;
CMF129C	M1VB71	M1VB71_CYAM1	CYME_CMF129C				CYME_CMF129C	Mitochondrial chaperonin hsp10		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	ATP binding [GO:0005524]; ATPase activity [GO:0016887]; protein folding [GO:0006457]	protein folding [GO:0006457]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]		GO:0005524; GO:0006457; GO:0016887						Chaperone;Reference proteome				cme:CYME_CMF129C;
CMF130C	M1VFX8	M1VFX8_CYAM1	CYME_CMF130C				CYME_CMF130C	Uncharacterized protein		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Coiled coil;Reference proteome			Coiled coil (1); Compositional bias (5); Region (3)	cme:CYME_CMF130C;
CMF131C	M1V755	M1V755_CYAM1	CYME_CMF131C				CYME_CMF131C	Uncharacterized protein		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome			Compositional bias (3); Region (3)	cme:CYME_CMF131C;
CMF133C	M1V4M0	M1V4M0_CYAM1	CYME_CMF133C				CYME_CMF133C	Ethanolaminephosphotransferase		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]; phospholipid biosynthetic process [GO:0008654]	phospholipid biosynthetic process [GO:0008654]	phosphotransferase activity, for other substituted phosphate groups [GO:0016780]	integral component of membrane [GO:0016021]	GO:0008654; GO:0016021; GO:0016780						Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix			Transmembrane (9)	cme:CYME_CMF133C;
CMF136C	M1UPV6	M1UPV6_CYAM1	CYME_CMF136C				CYME_CMF136C	Similar to UDP-N-acetylglucosamine pyrophosphorylase		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome			Domain (1)	cme:CYME_CMF136C;
CMF138C	M1VB74	M1VB74_CYAM1	CYME_CMF138C				CYME_CMF138C	Uncharacterized protein		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]		integral component of membrane [GO:0016021]	GO:0016021; GO:0055085						Membrane;Reference proteome;Transmembrane;Transmembrane helix			Region (1); Transmembrane (9)	cme:CYME_CMF138C;
CMF139C	M1VFY2	M1VFY2_CYAM1	CYME_CMF139C				CYME_CMF139C	Serine/threonine protein kinase SNF1		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]		ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]		GO:0004674; GO:0005524						ATP-binding;Kinase;Nucleotide-binding;Reference proteome;Serine/threonine-protein kinase;Transferase			Binding site (1); Domain (1)	cme:CYME_CMF139C;
CMF141C	M1V757	M1V757_CYAM1	CYME_CMF141C				CYME_CMF141C	Similar to prefoldin subunit3		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	prefoldin complex [GO:0016272]; protein folding [GO:0006457]	protein folding [GO:0006457]		prefoldin complex [GO:0016272]	GO:0006457; GO:0016272						Coiled coil;Reference proteome			Coiled coil (2)	cme:CYME_CMF141C;
CMF142C	M1V4M1	M1V4M1_CYAM1	CYME_CMF142C				CYME_CMF142C	Uncharacterized protein		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome				cme:CYME_CMF142C;
CMF144C	M1UPW0	M1UPW0_CYAM1	CYME_CMF144C				CYME_CMF144C	Uncharacterized protein		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome			Compositional bias (1); Domain (2); Region (1)	cme:CYME_CMF144C;
CMF146C	M1VB76	M1VB76_CYAM1	CYME_CMF146C				CYME_CMF146C	Similar to phosphate/phosphoenolpyruvate translocator		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021						Membrane;Pyruvate;Reference proteome;Transmembrane;Transmembrane helix			Domain (2); Transmembrane (5)	cme:CYME_CMF146C;
CMF147C	M1VFY6	M1VFY6_CYAM1	CYME_CMF147C				CYME_CMF147C	Uncharacterized protein		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	nucleus [GO:0005634]	GO:0003677; GO:0003700; GO:0005634						DNA-binding;Nucleus;Reference proteome;Transcription;Transcription regulation			Compositional bias (3); Region (2)	cme:CYME_CMF147C;
CMF148C	M1V758	M1V758_CYAM1	CYME_CMF148C				CYME_CMF148C	Uncharacterized protein		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021						Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix			Coiled coil (1); Transmembrane (2)	cme:CYME_CMF148C;
CMF150C	M1V4M3	M1V4M3_CYAM1	CYME_CMF150C				CYME_CMF150C	B regulatory subunit of protein phosphatase 2A		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	protein phosphatase type 2A complex [GO:0000159]; protein phosphatase regulator activity [GO:0019888]; signal transduction [GO:0007165]	signal transduction [GO:0007165]	protein phosphatase regulator activity [GO:0019888]	protein phosphatase type 2A complex [GO:0000159]	GO:0000159; GO:0007165; GO:0019888						Reference proteome			Compositional bias (5); Region (2)	cme:CYME_CMF150C;
CMF152C	M1UPW4	M1UPW4_CYAM1	CYME_CMF152C				CYME_CMF152C	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD)	FUNCTION: Catalyzes the oxidative ring opening of 3-hydroxyanthranilate to 2-amino-3-carboxymuconate semialdehyde, which spontaneously cyclizes to quinolinate. {ECO:0000256|ARBA:ARBA00002752, ECO:0000256|HAMAP-Rule:MF_03019}.	UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	cytoplasm [GO:0005737]; 3-hydroxyanthranilate 3,4-dioxygenase activity [GO:0000334]; ferrous iron binding [GO:0008198]; 'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process [GO:0006569]	'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process [GO:0006569]	3-hydroxyanthranilate 3,4-dioxygenase activity [GO:0000334]; ferrous iron binding [GO:0008198]	cytoplasm [GO:0005737]	GO:0000334; GO:0005737; GO:0006569; GO:0008198; GO:0019805; GO:0034354; GO:0043420					Fe(2+) [CHEBI:29033]	Cytoplasm;Dioxygenase;Oxidoreductase;Pyridine nucleotide biosynthesis;Reference proteome				cme:CYME_CMF152C;
CMF155C	M1VB79	M1VB79_CYAM1	CYME_CMF155C				CYME_CMF155C	Vps54 domain-containing protein		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	cytosol [GO:0005829]; GARP complex [GO:0000938]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]	protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]		cytosol [GO:0005829]; GARP complex [GO:0000938]	GO:0000938; GO:0005829; GO:0015031; GO:0042147						Coiled coil;Golgi apparatus;Protein transport;Reference proteome;Transport			Coiled coil (1); Compositional bias (2); Domain (1); Region (4)	cme:CYME_CMF155C;
CMF156C	M1VFY9	M1VFY9_CYAM1	CYME_CMF156C				CYME_CMF156C	Cystathionine gamma-synthase		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	cystathionine gamma-synthase activity [GO:0003962]; pyridoxal phosphate binding [GO:0030170]; methionine biosynthetic process [GO:0009086]; transsulfuration [GO:0019346]	methionine biosynthetic process [GO:0009086]; transsulfuration [GO:0019346]	cystathionine gamma-synthase activity [GO:0003962]; pyridoxal phosphate binding [GO:0030170]		GO:0003962; GO:0009086; GO:0019346; GO:0030170					pyridoxal 5'-phosphate [CHEBI:597326]	Pyridoxal phosphate;Reference proteome			Compositional bias (2); Region (2)	cme:CYME_CMF156C;
CMF157C	M1V760	M1V760_CYAM1	CYME_CMF157C				CYME_CMF157C	Probable U3 snoRNP component Utp7p		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	nucleolus [GO:0005730]			nucleolus [GO:0005730]	GO:0005730						Nucleus;Reference proteome;Repeat			Compositional bias (2); Domain (1); Region (2)	cme:CYME_CMF157C;
CMF158C	M1V4M5	M1V4M5_CYAM1	CYME_CMF158C				CYME_CMF158C	7,8-dihydroneopterin aldolase (EC 4.1.2.25)		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	dihydroneopterin aldolase activity [GO:0004150]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	dihydroneopterin aldolase activity [GO:0004150]		GO:0004150; GO:0046654; GO:0046656						Folate biosynthesis;Lyase;Reference proteome			Domain (1)	cme:CYME_CMF158C;
CMF159C	M1UPW8	M1UPW8_CYAM1	CYME_CMF159C				CYME_CMF159C	AAA-metalloprotease FtsH, mitochondrial		UP000007014: Chromosome 6	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	chloroplast [GO:0009507]; integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]		ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	chloroplast [GO:0009507]; integral component of membrane [GO:0016021]	GO:0004176; GO:0004222; GO:0005524; GO:0008270; GO:0009507; GO:0016021					Zn(2+) [CHEBI:29105]	Coiled coil;Hydrolase;Metalloprotease;Protease;Reference proteome			Coiled coil (1); Domain (1); Region (2)	cme:CYME_CMF159C;
